item_id,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06
140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1,4,0,5,2,2,0,3,2,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,11,26,10,6,76,24,1,0,0,0,0
143,0,0,0,0,0,0,0,28,39,21,8,4,9,1,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,4,0
146,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,8,12,7,6,24,14,0,0,4,0,0
148,0,0,0,0,0,0,0,229,274,189,81,27,2,0,1,1,0,0
149,51,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,52,25,57,18,1,0,0,0,0
151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
152,0,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,5,21,9,5,3,2,0,0,0,0,0,0,0,0
154,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,15,56,14,6,1,2,0,0,0,0,0
156,54,26,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,149,0
160,0,0,0,0,0,0,0,0,0,0,0,47,17,28,92,60,37,0
161,0,2,10,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,134,188,105,58,65,10,4,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
164,0,0,0,110,37,21,35,25,1,2,0,0,0,0,0,0,0,0
165,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,2,2,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0,0,0,0,0,197,131,587,60,150,0
168,0,0,0,23,16,19,7,13,7,8,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,19,5,0,8,0,0,0,0,0,0,0,0
170,23,19,13,39,7,6,0,0,0,0,0,0,0,0,0,0,0,0
171,0,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0
173,34,24,95,42,9,2,0,0,0,0,2,0,0,0,0,0,0,0
174,2,1,2,2,1,4,0,1,1,1,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,50,0
176,0,0,0,0,0,0,0,0,0,134,181,77,33,26,46,23,12,0
177,0,0,0,0,0,0,0,0,0,0,22,13,4,5,2,7,4,0
178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,377,234,146,52,34,28,1,0,0,0,0
180,17,41,44,92,47,31,18,41,81,23,5,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
182,50,10,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,75,32,12,2,2,4,8,3,0,0,0
184,0,0,70,89,115,137,41,21,3,2,0,0,5,0,0,0,0,0
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,38,0
187,0,0,0,0,0,0,0,0,0,0,0,0,69,30,29,40,179,0
188,0,0,0,0,0,0,0,0,0,0,106,70,18,26,37,11,9,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,17,12,6,35,10,6,0,0,0,0,0,0,0,0,0,0
192,25,41,35,32,16,7,9,28,42,28,36,26,22,9,31,91,130,0
193,0,0,0,0,0,0,0,11,60,31,11,9,0,0,0,0,0,0
194,0,0,0,0,134,81,24,1,1,0,1,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,0,278,102,51,26,29,17,0
197,15,10,61,17,15,2,0,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,0,0,0,0,29,200,90,31,20,4,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,42,64,0
202,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,0,67,47,88,116,56,13,0,0,0,0,0,0,0,0
204,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
205,0,22,9,23,6,8,5,2,2,1,3,0,5,0,0,0,0,0
206,22,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
208,58,24,84,48,15,0,0,0,0,0,0,0,0,0,0,0,0,0
209,16,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,36,11,22,4,17,21,5,2,0,0,0,0,0,0,0,0,0
214,0,0,0,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0
215,13,9,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
217,9,7,4,6,3,1,1,1,8,10,20,15,11,5,2,0,0,0
218,1,6,0,2,1,0,0,0,0,0,0,1,0,1,0,0,20,0
219,0,0,0,0,0,0,0,0,47,28,41,7,8,2,3,0,0,0
220,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0
222,0,3,90,123,62,36,62,47,52,20,43,12,20,42,79,86,55,0
223,72,14,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
224,0,19,34,69,53,25,23,5,0,1,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,0,0,0,0,48,16,0,0,0,0,0
227,4,3,1,0,2,0,0,0,2,1,5,1,1,1,0,0,0,0
228,0,0,0,0,0,0,0,0,0,13,42,18,14,22,21,26,31,0
230,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
231,0,0,13,43,49,27,15,9,9,0,0,1,0,0,0,0,0,0
233,7,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0
238,10,17,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
240,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0,31,65,30,7,1,0,0,0,0,0
242,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0
243,0,0,0,0,4,11,5,1,3,1,0,0,0,0,0,0,0,0
244,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,2,25,10,15,24,55,19,31,2,2,0
247,0,0,2,24,27,63,36,49,13,0,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0,0,0,0,0,23,9,48,24,22,0
251,0,0,0,0,0,0,0,0,0,0,0,51,19,22,31,15,10,0
252,0,0,0,0,0,0,0,0,0,0,0,7,61,50,240,114,36,0
253,61,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0,0,4,9,4,10,2,0,0,1,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,21,12,18,37,7,0,0,0,0,0
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,255,198,0
260,13,9,19,27,7,1,0,0,0,0,0,1,0,0,0,0,0,0
262,0,0,0,13,3,4,1,1,9,2,0,0,0,0,0,0,0,0
263,0,10,20,21,31,25,24,12,9,4,5,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,25,68,0
265,0,3,3,14,13,16,9,1,0,0,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,57,17,38,79,186,6,0,1,2,0
267,0,0,0,0,0,0,0,0,0,0,15,63,35,4,1,8,0,0
269,74,43,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,82,0
274,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0,0,0,131,157,58,13,8,0,0,0
279,0,0,0,0,0,0,0,0,0,0,47,5,0,0,1,0,0,0
280,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281,0,0,0,0,0,0,0,0,0,0,0,206,76,47,27,9,26,0
282,0,0,0,0,0,0,17,9,3,6,6,14,2,0,0,0,0,0
283,0,0,0,0,30,158,104,45,62,27,8,0,0,0,0,0,0,0
284,0,0,0,0,10,7,13,9,9,5,3,17,28,4,0,0,0,0
285,32,8,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
286,5,5,1,4,1,14,1,0,0,0,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0,38,35,21,5,9,0,3,0,0,0
289,0,0,0,0,0,0,0,0,0,0,62,47,21,19,40,85,121,0
290,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,87,298,148,38,7,5,7,0,0
292,13,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,0,0,0,0,0,90,62,68,106,37,4,0,0,0,0,0,0,0
294,0,0,24,162,133,43,60,51,17,10,1,1,0,0,0,0,0,0
295,0,0,0,0,0,0,0,0,191,201,106,96,64,31,5,5,7,0
296,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,11,4,0
297,65,13,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0,6,6,15,11,1,3,15,11,4,0
299,16,8,0,2,3,0,0,0,2,0,0,0,1,0,0,0,0,0
300,0,0,0,0,0,0,0,0,48,22,29,84,61,4,6,0,0,0
301,0,0,0,0,0,0,0,0,0,0,56,28,13,0,0,0,0,0
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
305,0,0,119,107,67,43,62,52,72,29,29,31,11,25,22,10,2,0
307,0,0,0,0,0,0,0,0,0,186,121,86,42,11,1,6,0,0
308,0,0,0,0,0,0,0,0,0,112,170,94,32,5,9,6,0,0
309,0,0,0,0,6,18,3,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,116,94,103,31,19,3,10,1,0,0
311,33,25,46,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
312,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,10,18,0
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,46,54,0
315,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,0,73,25,52,11,0,0,0,0,0,0,0,0,0,0,0,0,0
318,50,36,111,56,5,3,0,4,0,0,0,0,0,0,0,0,0,0
319,31,27,243,75,4,3,0,0,0,1,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0,0,0,0,0,15,29,42,115,33,0
321,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
322,29,20,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
323,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
324,0,0,0,0,5,50,32,35,22,24,33,28,4,1,2,0,0,0
325,35,11,10,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
326,0,0,0,0,0,175,209,147,28,1,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,0,0,0,8,8,2,2,17,7,1,0
328,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,0
331,16,10,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
333,18,28,42,48,39,50,7,3,1,0,0,0,0,0,0,0,0,0
334,3,3,13,30,19,17,28,5,2,1,0,0,1,0,0,0,0,0
335,118,81,84,59,36,7,4,6,3,0,0,0,0,0,1,0,0,0
336,0,0,0,32,16,6,4,0,0,0,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,27,59,38,53,49,64,17,3,0,0,0
339,0,0,0,0,0,0,0,1,44,5,5,9,18,1,0,0,0,0
340,0,0,0,0,0,0,0,0,0,0,0,0,34,60,170,286,127,0
342,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
343,0,0,0,0,0,0,0,0,14,25,10,0,0,0,0,0,0,0
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
345,0,0,0,0,0,0,0,0,0,66,114,19,16,10,0,0,0,0
346,0,0,0,0,0,0,0,0,0,0,0,16,30,43,39,17,40,0
347,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
350,36,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0
351,0,0,0,0,0,0,0,0,0,0,0,0,10,9,8,6,15,0
352,0,2,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0
353,0,0,0,2,20,13,7,10,11,7,9,13,0,0,0,0,0,0
354,0,0,0,12,8,9,8,37,51,21,6,1,3,0,0,0,0,0
357,0,0,0,0,0,0,0,0,62,105,84,60,33,4,9,0,0,0
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0
359,0,0,0,0,0,0,20,27,22,14,15,19,7,0,0,0,0,0
360,6,14,18,34,16,20,10,12,29,11,16,13,0,1,0,0,0,0
363,0,0,0,0,0,0,0,0,0,0,22,49,45,13,1,0,0,0
364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,45,0
366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,49,18,12,8,4,0,0,0,0,0,1,0,0,0,0,0,0,0
369,21,7,31,36,5,7,2,0,0,0,0,0,0,0,0,0,0,0
370,0,0,12,28,14,14,24,4,5,0,0,0,0,0,0,0,0,0
371,0,0,0,0,0,0,0,0,0,0,100,103,31,4,1,3,2,0
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0,0,0,0,0,75,49,14,15,0
374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,307,418,0
376,0,0,0,0,0,0,0,0,0,0,0,17,47,55,49,23,19,0
378,0,0,0,0,0,0,0,0,0,70,71,162,136,16,42,19,21,0
380,0,0,0,0,0,0,18,23,60,25,50,40,23,7,0,0,0,0
381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,0,32,33,54,38,32,8,14,1,0,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,92,442,94,17,0,0,0,1,0,0,0
385,70,32,29,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
388,23,27,27,52,29,22,8,0,1,0,0,0,0,0,0,0,0,0
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,0
390,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,0,0,53,133,74,115,15,5,0,0,0,0,0,0,0,0,0,0
392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
393,0,5,7,10,1,2,2,4,4,0,0,0,0,0,0,0,0,0
394,0,0,0,0,0,0,0,50,175,161,62,29,26,10,0,0,0,0
396,0,0,0,0,0,0,40,138,89,45,31,0,0,0,0,0,0,0
397,8,1,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,9,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0
400,0,0,0,0,0,0,0,0,0,0,0,0,90,47,40,7,6,0
401,1,1,0,1,1,0,3,5,6,6,11,5,9,1,3,0,0,0
402,0,0,0,0,0,0,94,81,94,16,14,23,23,3,1,0,0,0
403,0,0,0,0,0,0,0,0,0,44,62,39,22,38,20,7,0,0
404,0,0,0,0,0,0,0,4,5,7,8,2,0,0,0,0,0,0
405,10,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,9,25,21,5,0,0,0,0,0,0,0
408,0,0,23,34,14,41,28,17,34,14,8,9,7,0,0,0,0,0
409,0,0,0,0,0,0,0,0,67,21,60,47,41,22,0,0,0,0
410,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,0,116,86,219,97,120,234,177,75,82,49,99,112,73,43,16,12,0
413,0,0,0,0,0,0,0,0,0,0,0,5,23,29,19,3,18,0
416,27,5,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
417,64,18,38,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0,0,0,0,30,13,1,5,0,0,0
419,0,0,0,0,0,0,0,0,0,0,0,0,0,40,101,242,349,0
420,34,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0,0,33,34,24,15,14,5,8,14,0
422,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
424,0,0,0,36,28,17,15,18,19,4,5,22,51,5,8,0,0,0
425,0,0,0,0,0,0,0,0,0,0,85,26,238,29,39,18,6,0
426,0,0,0,0,0,18,39,15,4,2,1,0,0,0,0,0,0,0
427,0,0,0,0,0,0,0,79,150,30,28,63,42,3,11,7,1,0
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,47,29,0
429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
433,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,237,165,125,161,46,35,30,88,384,434,420,19,7,10,1,0,0,0
435,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
436,0,0,0,0,0,14,15,17,61,53,48,55,29,25,1,1,0,0
437,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,15,2,0
