itemId,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,255,198,0
264,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,25,68,0
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,82,0
281,0,0,0,0,0,0,0,0,0,0,0,206,76,47,27,9,26,0
289,0,0,0,0,0,0,0,0,0,0,62,47,21,19,40,85,121,0
296,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,11,4,0
305,0,0,119,107,67,43,62,52,72,29,29,31,11,25,22,10,2,0
312,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,10,18,0
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,46,54,0
320,0,0,0,0,0,0,0,0,0,0,0,0,15,29,42,115,33,0
330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,0
337,0,0,0,0,0,0,0,27,59,38,53,49,64,17,3,0,0,0
340,0,0,0,0,0,0,0,0,0,0,0,0,34,60,170,286,127,0
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
346,0,0,0,0,0,0,0,0,0,0,0,16,30,43,39,17,40,0
351,0,0,0,0,0,0,0,0,0,0,0,0,10,9,8,6,15,0
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0
364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,45,0
366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0,0,0,0,0,75,49,14,15,0
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,307,418,0
376,0,0,0,0,0,0,0,0,0,0,0,17,47,55,49,23,19,0
378,0,0,0,0,0,0,0,0,0,70,71,162,136,16,42,19,21,0
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,0
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,9,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0
419,0,0,0,0,0,0,0,0,0,0,0,0,0,40,101,242,349,0
421,0,0,0,0,0,0,0,0,0,33,34,24,15,14,5,8,14,0
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
425,0,0,0,0,0,0,0,0,0,0,85,26,238,29,39,18,6,0
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,47,29,0
438,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,15,2,0
441,0,0,0,0,0,0,0,0,0,0,13,97,83,36,9,8,4,0
445,0,0,0,0,0,0,0,0,0,0,0,71,69,47,68,101,40,0
447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,272,318,0
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,61,54,0
452,0,0,0,0,0,0,0,0,0,0,41,97,55,30,33,29,25,0
458,0,0,0,0,0,0,0,0,0,0,0,0,72,21,35,97,171,0
459,0,0,0,0,0,0,0,0,0,0,0,0,19,48,47,31,33,0
462,0,0,0,0,0,0,0,0,0,59,37,55,48,10,2,6,0,0
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,17,0
484,0,0,0,0,0,0,0,0,0,0,0,0,0,25,87,99,76,0
485,0,0,0,0,0,0,0,0,0,75,58,26,19,10,53,41,37,0
488,0,0,0,0,0,0,0,0,0,26,18,14,9,8,17,6,2,0
492,0,0,0,0,0,0,0,0,0,0,116,50,28,32,73,36,43,0
495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0
502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,0
504,0,0,0,0,0,0,0,0,0,9,26,39,72,34,28,10,20,0
508,0,0,0,0,0,0,0,0,0,29,44,22,32,7,3,0,0,0
517,0,0,0,0,0,0,0,0,0,0,0,31,15,95,107,41,22,0
519,0,0,0,0,0,0,4,22,32,18,24,21,20,2,0,0,2,0
523,0,0,0,0,0,0,0,0,17,23,26,66,47,5,7,6,4,0
527,0,0,0,0,0,0,0,0,0,0,6,4,4,5,6,23,26,0
537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0
551,0,0,0,0,0,0,0,0,0,0,0,194,74,65,186,494,936,0
557,0,0,0,0,0,0,0,0,0,5,22,77,62,7,2,1,0,0
558,0,0,0,0,0,0,0,0,0,0,0,57,72,120,118,47,75,0
566,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,10,22,0
573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,79,104,0
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,0,0,0,0,0,0,0,0,0,0,0,0,0,16,80,130,259,0
578,0,0,0,0,0,0,0,0,0,0,0,0,35,12,10,13,30,0
579,0,0,0,0,0,0,0,0,0,0,103,159,163,15,64,58,27,0
582,6,20,23,55,28,19,14,45,52,45,52,25,19,16,5,13,4,0
594,0,0,0,0,0,0,0,0,257,247,259,127,31,4,4,1,6,0
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0
597,0,0,0,0,0,0,0,0,0,0,0,0,44,84,118,125,79,0
598,0,97,48,124,46,39,59,71,34,11,4,0,40,50,107,28,9,0
603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,65,0
620,0,0,0,0,0,0,0,0,0,0,0,0,0,113,158,26,27,0
628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,273,665,0
629,0,0,0,0,0,0,0,0,0,0,0,69,174,70,380,320,131,0
633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0
639,0,0,0,0,0,0,0,0,0,0,513,258,98,74,240,129,95,0
647,0,0,0,0,0,0,0,0,0,248,315,148,236,23,50,21,20,0
648,0,0,0,0,0,0,0,0,0,0,0,0,72,110,112,72,243,0
650,0,0,0,0,0,0,0,0,0,0,0,4,7,9,8,21,16,0
651,0,0,0,0,0,0,0,0,0,0,0,0,0,13,121,129,35,0
652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,45,0
654,0,0,0,0,0,0,0,0,0,0,93,64,9,14,37,58,36,0
667,0,0,0,0,0,0,0,0,32,74,139,138,62,40,42,10,13,0
670,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,1,3,0
672,0,0,0,0,0,0,0,0,25,80,62,51,25,12,57,18,14,0
673,0,0,0,0,0,0,0,0,107,45,66,23,12,11,23,17,2,0
675,0,0,0,0,0,0,0,69,95,51,41,28,21,2,0,0,0,0
683,0,0,0,0,0,25,152,52,38,22,53,97,51,10,30,19,3,0
684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
685,0,0,0,0,0,0,0,0,0,128,186,123,34,2,12,8,9,0
690,0,0,0,0,0,0,0,0,0,0,0,47,168,116,365,134,78,0
697,0,0,0,0,0,0,0,0,0,84,107,48,31,40,52,68,106,0
702,0,0,0,0,0,0,0,0,0,104,317,131,58,49,97,141,79,0
705,0,0,0,0,0,0,0,50,205,320,364,192,87,63,216,93,48,0
720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,11,0
721,0,0,0,0,0,0,0,0,0,5,12,8,26,14,13,19,20,0
728,0,0,0,0,0,0,0,0,0,0,0,23,107,45,197,47,29,0
730,0,0,0,0,0,0,0,0,0,0,0,1,13,7,12,5,12,0
732,0,0,0,0,0,0,0,0,0,0,0,0,0,45,40,41,48,0
738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,8,0
742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,767,0
745,0,0,0,0,0,0,0,0,192,72,110,91,67,56,46,52,42,0
747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,40,0
751,0,0,0,0,0,0,0,0,0,0,17,40,12,11,14,15,15,0
761,0,0,0,0,0,0,0,0,0,0,0,0,0,14,52,42,92,0
769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,49,28,0
772,0,0,0,0,0,0,0,0,0,0,0,0,54,76,45,35,137,0
775,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,9,35,0
777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,2,0
789,0,0,0,0,0,0,0,0,0,0,0,0,36,27,7,5,4,0
795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,71,0
797,0,0,0,0,0,0,0,0,0,0,0,12,11,12,16,10,14,0
803,0,0,0,0,0,0,0,0,0,0,0,50,39,28,10,6,19,0
806,0,0,0,0,0,0,0,0,0,0,70,46,18,6,29,45,60,0
808,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,8,22,0
810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,206,0
823,0,0,0,0,0,0,0,0,0,0,0,23,14,16,12,17,13,0
828,0,0,0,0,0,0,0,0,0,86,192,72,47,69,74,19,10,0
835,0,0,0,0,0,0,0,0,0,0,0,42,287,243,375,120,124,0
844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,16,0
866,0,0,0,0,0,0,0,0,0,0,0,0,293,197,166,62,84,0
872,0,0,0,0,0,0,0,0,0,0,0,10,28,62,241,141,121,0
878,0,0,0,0,0,0,0,0,0,39,76,40,34,38,60,111,103,0
881,0,0,0,0,0,0,0,0,0,0,0,0,164,213,144,48,115,0
885,0,0,0,0,0,0,0,0,0,0,25,28,18,6,38,11,18,0
887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,42,36,0
888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0
893,0,0,0,0,0,0,0,0,0,0,0,0,87,114,55,28,90,0
894,0,0,0,0,0,0,0,0,0,105,187,88,37,47,139,50,4,0
897,0,0,0,0,0,0,0,0,0,0,0,29,6,13,45,100,114,0
899,0,0,0,0,0,0,0,0,0,0,0,10,27,12,9,6,15,0
901,0,0,0,0,0,0,0,0,185,136,61,32,70,113,79,36,32,0
903,0,0,0,0,0,0,0,0,0,0,0,0,0,47,33,24,16,0
905,0,0,0,0,0,0,0,40,68,28,19,39,49,16,23,9,33,0
909,0,0,0,0,0,0,0,0,0,0,40,26,18,12,13,1,1,0
912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,535,132,0
913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,38,0
914,0,0,0,0,0,0,0,0,0,0,0,136,64,53,53,30,12,0
923,0,0,0,0,0,0,0,0,0,0,292,59,46,37,48,14,11,0
934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,28,48,0
936,0,0,0,0,0,0,0,0,0,0,261,178,78,77,107,34,15,0
944,0,0,0,0,0,0,0,0,0,0,0,72,19,19,9,6,0,0
948,0,0,0,0,0,0,0,0,33,117,182,100,52,47,143,35,29,0
949,62,89,57,16,0,0,0,0,0,0,0,0,0,0,0,18,4,0
950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,2,0
955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,389,0
972,0,58,221,362,169,154,122,249,311,154,571,200,211,123,179,212,110,0
973,0,0,0,0,0,0,0,0,0,0,0,2,223,66,100,89,90,0
975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,29,0
985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,194,0
990,0,0,0,0,0,0,0,0,0,0,0,58,54,43,120,70,80,0
997,0,0,0,0,0,0,0,0,0,0,0,32,68,28,47,45,26,0
1006,0,0,0,0,0,0,0,0,0,0,53,24,38,32,59,44,33,0
1011,0,0,0,0,0,0,0,0,0,0,0,68,193,130,138,65,70,0
1013,0,0,0,0,0,0,0,0,0,7,64,42,20,17,30,7,27,0
1014,0,0,0,0,0,0,0,0,0,49,173,55,32,8,14,8,0,0
1018,185,158,229,343,124,85,94,207,384,168,428,340,344,206,289,56,39,0
1020,0,0,0,0,0,0,0,0,0,0,0,0,0,43,110,163,57,0
1024,0,0,0,0,0,0,0,0,46,60,53,52,18,21,35,12,5,0
1026,0,0,0,0,0,0,0,0,0,0,0,0,20,27,27,19,44,0
1028,0,0,0,0,0,0,0,0,0,0,0,2,30,34,133,49,100,0
1036,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,0,0,0
1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,13,0
1043,0,0,0,0,0,21,84,46,35,2,0,0,0,21,11,6,44,0
1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,425,196,0
1049,0,0,0,0,0,0,0,0,0,0,0,55,68,76,38,31,19,0
1051,0,0,0,0,0,0,0,0,0,0,0,54,11,19,80,54,70,0
1064,0,0,0,0,0,0,0,0,0,0,0,15,54,37,34,13,42,0
1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0
1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,35,0
1082,0,0,0,0,0,0,0,0,0,0,235,141,39,35,32,10,5,0
1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,358,0
1096,0,0,0,0,0,0,0,0,0,185,187,298,198,30,15,3,5,0
1102,0,0,0,0,0,1,0,0,0,1,74,148,44,62,117,97,82,0
1103,0,0,0,0,0,0,0,0,0,0,0,0,9,12,25,53,42,0
1105,0,0,0,0,0,0,19,15,14,7,44,54,21,7,6,17,16,0
1106,0,0,0,0,0,0,0,0,0,0,0,0,9,24,37,86,46,0
1107,0,0,0,0,0,0,0,0,0,0,0,0,27,29,41,76,50,0
1108,0,0,0,0,0,0,0,186,341,126,102,79,38,15,0,0,10,0
1112,0,0,0,0,0,0,0,0,0,0,0,0,11,11,9,12,35,0
1117,0,0,0,0,0,0,0,0,0,0,9,3,8,12,59,41,39,0
1119,0,0,0,0,0,0,0,0,0,0,0,0,63,70,39,55,68,0
1122,0,0,0,0,0,0,0,0,223,107,186,69,62,79,56,27,5,0
1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,276,255,0
1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
1143,0,0,0,0,0,0,0,110,154,30,29,98,55,10,2,2,3,0
1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,80,77,0
1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,24,0
1148,0,0,0,0,0,0,0,0,0,0,0,74,137,72,533,953,335,0
1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,116,149,0
1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0
1179,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,47,39,0
1188,0,0,0,0,0,0,0,0,47,19,22,14,7,6,13,2,1,0
1192,0,0,0,0,0,0,0,0,0,0,0,0,0,38,71,40,28,0
1206,0,0,0,0,0,0,0,0,0,0,0,0,59,273,353,395,325,0
1213,0,0,0,0,0,0,0,0,0,0,0,0,45,38,23,50,44,0
1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0
1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,816,0
1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,0
1223,0,0,0,0,0,0,0,0,0,0,0,22,33,18,39,75,19,0
1227,0,0,0,0,0,0,0,0,0,0,0,0,0,78,43,26,30,0
1228,0,0,0,0,0,0,0,0,0,0,0,53,42,45,47,32,39,0
1236,0,0,0,17,58,54,27,74,97,40,30,15,13,14,7,3,12,0
1241,0,0,0,0,0,0,0,0,0,0,0,0,31,31,32,27,181,0
1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,113,100,0
1257,0,0,0,0,0,0,26,119,88,27,23,11,17,13,35,40,40,0
1262,0,0,0,0,0,0,0,0,0,0,0,0,11,131,121,40,40,0
1273,0,0,0,0,0,0,75,177,99,62,109,99,107,78,105,91,99,0
1276,0,0,0,0,4,3,1,1,0,0,1,1,10,3,8,44,6,0
1288,0,0,0,0,0,0,0,0,0,0,122,68,33,29,151,40,25,0
1314,0,0,0,0,0,0,0,0,0,0,0,5,12,6,15,29,33,0
1322,0,0,0,0,0,0,0,0,0,0,257,81,72,33,22,11,23,0
1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,189,218,0
1328,0,0,0,0,0,0,93,181,47,25,22,0,24,22,22,23,9,0
1329,0,0,0,0,0,0,0,0,78,38,45,25,27,36,88,191,52,0
1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,0
1334,0,0,0,0,0,0,0,0,0,0,0,30,11,20,53,34,16,0
1350,0,0,0,0,0,0,0,0,0,0,0,0,11,19,24,141,549,0
1351,0,0,0,0,0,101,47,37,77,142,116,195,152,8,7,1,0,0
1353,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,57,80,0
1356,0,0,0,0,0,0,0,4,78,41,48,30,20,6,16,7,35,0
1359,0,0,0,0,0,0,0,0,0,0,0,0,0,21,112,29,23,0
1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,92,48,98,134,75,73,95,183,171,45,62,24,17,9,9,2,3,0
1368,0,0,0,0,0,0,0,0,0,0,0,0,7,350,599,772,1028,0
1373,0,0,0,0,0,0,0,0,0,0,0,0,260,381,301,42,52,0
1382,0,0,0,0,0,0,0,72,116,44,24,12,25,15,43,28,30,0
1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,27,0
1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,78,77,0
1409,0,0,0,0,0,0,0,0,0,0,0,0,39,32,39,17,27,0
1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,20,0
1413,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,26,15,0
1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,79,66,0
1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,182,139,0
1441,0,0,0,0,0,0,0,0,0,0,369,111,106,103,155,80,46,0
1442,0,0,0,0,0,0,0,66,201,166,243,255,199,121,97,23,14,0
1451,0,0,0,0,0,0,0,0,0,0,0,0,0,24,49,20,26,0
1463,0,0,0,0,0,0,0,0,0,0,207,331,38,43,5,9,4,0
1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,20,0
1474,0,0,0,0,0,0,0,0,0,108,447,255,149,110,142,204,515,0
1477,0,0,0,0,0,0,0,0,34,76,99,37,10,2,3,1,0,0
1481,0,0,0,0,0,0,0,0,0,0,0,0,0,38,127,127,184,0
1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,61,73,0
1495,0,0,0,0,0,0,0,0,0,0,337,98,68,69,63,35,28,0
1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,47,29,0
1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,1330,0
1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1531,0,0,0,0,0,0,0,0,0,0,0,282,225,204,251,111,336,0
1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0
1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
1557,0,0,0,0,0,0,0,0,0,0,0,0,3,15,9,13,5,0
1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,118,0
1564,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,58,149,0
1565,0,0,0,0,0,11,70,16,12,8,4,6,2,0,1,7,6,0
1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,66,0
1567,0,0,0,0,0,0,0,0,0,0,154,78,16,18,284,338,119,0
1570,0,0,0,0,0,0,0,0,0,0,0,0,0,20,102,37,25,0
1577,0,0,0,0,0,0,0,0,0,0,0,0,0,105,101,48,44,0
1578,0,0,0,0,0,0,0,9,49,19,21,22,14,19,38,7,0,0
1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0
1589,0,0,0,0,0,0,0,0,0,41,110,68,57,40,66,51,60,0
1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,18,0
1592,0,0,0,0,0,0,0,30,62,29,30,41,17,6,2,0,2,0
1593,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,20,50,0
1597,41,67,66,150,90,94,178,80,63,47,103,74,36,1,7,6,10,0
1605,0,0,0,0,0,0,0,0,0,0,127,91,81,29,55,106,83,0
1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,95,0
1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,97,57,0
1614,11,1,1,1,10,5,0,0,1,1,0,0,0,3,0,0,0,0
1619,0,0,0,0,0,0,0,0,0,0,99,67,31,19,35,36,37,0
1631,0,0,0,0,0,0,0,17,29,21,75,103,140,25,40,13,18,0
1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
1636,0,0,0,0,0,0,0,0,0,0,0,0,19,27,61,68,38,0
1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,439,545,0
1640,0,19,113,189,102,86,58,67,120,62,105,91,34,34,234,185,93,0
1641,0,0,0,0,0,0,0,0,0,0,0,117,82,57,55,31,89,0
1644,236,273,386,332,168,137,161,668,1070,530,827,389,200,182,216,273,907,0
1646,0,0,0,0,0,0,0,0,0,0,0,0,9,38,45,41,43,0
1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,0
1660,0,0,0,0,0,0,0,0,90,90,59,59,44,40,39,18,0,0
1669,0,0,0,0,0,0,0,0,0,0,0,4,54,51,67,50,47,0
1674,0,0,0,0,0,0,0,0,0,0,0,0,8,39,70,83,117,0
1676,0,0,0,0,0,0,0,0,0,0,21,67,38,41,19,41,11,0
1680,0,0,0,0,0,0,0,0,0,0,0,0,0,25,129,104,88,0
1693,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,13,19,0
1696,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,12,19,0
1707,0,0,0,0,0,0,0,0,0,167,117,201,136,23,55,7,0,0
1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,0
1712,0,0,0,0,0,0,0,0,0,0,0,28,92,195,124,59,26,0
1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,85,69,0
1715,0,0,0,0,0,0,0,0,85,116,100,26,28,26,25,0,1,0
1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
1722,0,0,0,0,0,0,0,0,0,0,0,81,73,85,100,51,55,0
1723,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,10,13,0
1734,0,0,0,0,0,0,0,0,0,0,243,223,54,64,46,33,63,0
1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,109,60,0
1741,0,0,0,0,0,0,0,0,0,0,58,34,24,21,26,45,55,0
1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,80,93,0
1750,0,0,0,0,0,0,0,0,0,0,0,0,79,79,689,181,190,0
1754,0,0,0,0,0,0,0,0,0,104,72,35,88,46,38,9,6,0
1755,0,0,0,0,0,0,0,0,131,315,176,127,52,17,10,7,15,0
1756,72,50,35,48,18,25,25,43,48,45,54,35,28,8,13,17,11,0
1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,43,0
1778,0,0,0,0,0,0,0,0,115,55,46,30,25,9,19,9,17,0
1780,0,38,67,128,110,55,27,51,141,97,84,37,29,18,87,51,52,0
1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,59,0
1789,0,0,0,0,0,0,0,0,0,0,0,0,28,60,70,119,106,0
1799,12,16,21,56,21,33,25,39,35,8,14,31,75,36,84,125,36,0
1802,0,0,0,0,0,0,0,0,0,0,84,146,113,22,1,11,9,0
1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,337,781,0
1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,196,146,0
1813,0,0,0,0,0,0,0,0,0,0,0,0,17,29,18,28,30,0
1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
