5961,27579,2021-05-03 16:06:41.763
6067,14565,2021-05-01 14:11:23.783
6132,24399,2021-05-02 14:11:13.764
6156,20629,2021-05-30 22:03:33.318
6264,16178,2021-05-16 15:11:50.794
6348,24948,2021-05-24 10:51:37.953
6363,6084,2021-05-15 14:52:07.777
6367,17969,2021-05-12 09:59:05.686
6388,17740,2021-05-09 07:20:23.014
6452,13914,2021-05-13 17:49:08.356
6492,21886,2021-05-28 19:20:25.039
6555,10696,2021-05-20 18:08:56.312
6576,23223,2021-05-07 19:39:56.372
6741,12958,2021-05-31 11:00:49.693
6794,576,2021-05-01 10:26:54.566
6922,16886,2021-05-23 23:11:47.791
6940,13642,2021-05-25 21:42:58.464
6977,1680,2021-05-14 11:13:40.188
7135,2322,2021-05-11 16:24:04.934
7249,18947,2021-05-15 07:09:14.757
7306,7621,2021-05-22 18:12:05.513
7370,16157,2021-05-04 15:32:04.173
7454,8861,2021-05-21 21:00:54.709
7586,16936,2021-05-26 17:23:57.247
7608,6089,2021-05-13 21:11:09.185
7615,10534,2021-05-29 22:31:00.485
7662,6224,2021-05-22 15:30:28.263
7743,15777,2021-05-16 14:08:16.509
7845,8060,2021-05-03 23:10:46.662
7884,12464,2021-05-16 02:11:19.036
7960,27108,2021-05-16 16:57:15.878
7975,14472,2021-05-05 10:42:38.281
7997,19855,2021-05-27 09:19:06.315
8016,24984,2021-05-28 10:06:31.675
8161,4445,2021-05-31 18:36:16.405
8230,23405,2021-05-20 08:12:43.824
8232,23494,2021-05-04 06:52:13.767
8319,21557,2021-05-31 09:58:59.877
8334,458,2021-05-26 13:34:08.303
8369,3648,2021-05-10 11:05:59.699
8393,17964,2021-05-01 15:15:38.299
8395,2794,2021-05-25 11:38:43.23
8493,10696,2021-05-03 07:55:15.586
8513,447,2021-05-21 16:48:26.889
8619,8623,2021-05-28 11:09:14.778
8655,16289,2021-05-06 14:25:42.764
8690,27544,2021-05-01 23:17:43.322
8731,3082,2021-05-29 02:43:48.06
8732,12958,2021-05-21 16:22:56.851
8742,12058,2021-05-09 06:42:55.926
8771,24865,2021-05-20 06:56:16.811
8900,10715,2021-05-30 03:14:54.545
8907,17826,2021-05-24 13:08:13.415
8920,11584,2021-05-16 18:04:22.538
8928,19310,2021-05-21 12:53:25.807
8938,9594,2021-05-30 11:50:00.003
8972,23789,2021-05-23 15:35:09.28
9069,23648,2021-05-18 21:26:01.573
9145,17202,2021-05-18 20:01:45.675
9178,7455,2021-05-16 20:17:22.067
9212,20236,2021-05-27 19:35:06.517
9356,12662,2021-05-04 20:06:15.751
9365,3825,2021-05-24 10:56:42.447
9409,10163,2021-05-20 00:44:44.439
9480,10662,2021-05-23 06:22:40.082
9578,17574,2021-05-31 18:09:39.649
9678,22648,2021-05-20 19:09:36.789
9681,25049,2021-05-23 10:34:10.616
9713,12958,2021-05-27 10:36:50.287
9725,9915,2021-05-14 11:34:08.413
9821,22768,2021-05-14 12:41:32.497
9872,23626,2021-05-26 07:51:01.996
9916,26804,2021-05-04 17:14:34.795
9977,4917,2021-05-25 13:58:49.806
9985,19285,2021-05-25 09:11:40.935
10058,4690,2021-05-29 17:40:27.102
10164,8265,2021-05-13 07:18:53.479
10189,13121,2021-05-14 13:56:18.309
10246,21557,2021-05-20 12:13:43.873
10329,3237,2021-05-19 14:12:35.741
10371,14455,2021-05-11 11:33:16.852
10378,7153,2021-05-19 13:18:37.176
10386,27065,2021-05-13 20:53:58.128
10418,13363,2021-05-15 07:17:40.356
10429,6625,2021-05-20 20:01:50.167
10490,19477,2021-05-02 10:42:06.237
10507,5275,2021-05-05 18:33:55.21
10559,14306,2021-05-13 09:42:25.869
10837,8459,2021-05-17 12:55:17.829
10853,10186,2021-05-07 08:48:28.316
10875,23480,2021-05-30 13:03:41.472
10938,9199,2021-05-13 18:29:02.744
11125,18629,2021-05-13 16:58:13.415
11134,26853,2021-05-09 18:31:05.803
11296,4171,2021-05-23 10:40:31.226
11302,8362,2021-05-18 18:52:16.853
11368,3237,2021-05-31 21:24:01.151
11409,9169,2021-05-24 10:39:30.138
11423,22683,2021-05-03 17:05:18.562
11487,19835,2021-05-12 10:29:49.513
11700,19768,2021-05-29 12:09:24.166
11941,7164,2021-05-23 21:20:31.029
11972,2125,2021-05-12 16:36:22.255
12002,20689,2021-05-11 19:31:02.78
12096,1564,2021-05-16 10:27:36.767
12139,12179,2021-05-05 14:11:18.059
12282,22352,2021-05-30 12:41:51.25
12356,24241,2021-05-22 21:05:39.337
12458,7468,2021-05-23 15:12:10.221
12525,1637,2021-05-19 16:14:21.557
12808,27956,2021-05-21 11:03:00.685
12819,9887,2021-05-26 07:44:55.445
12837,9073,2021-05-21 19:11:04.333
12891,13811,2021-05-27 16:00:55.72
12907,6182,2021-05-14 19:46:45.511
12965,24801,2021-05-26 16:38:01.129
13162,20028,2021-05-19 21:11:28.395
13272,10794,2021-05-01 13:11:40.982
13290,4642,2021-05-15 15:56:23.843
13313,20431,2021-05-04 21:40:45.024
13357,13986,2021-05-18 15:19:51.001
13393,20724,2021-05-13 11:50:05.492
13557,15613,2021-05-31 14:48:16.255
13558,15533,2021-05-05 12:55:53.008
13596,20391,2021-05-12 12:27:15.20
13658,25320,2021-05-09 01:44:28.589
13667,25579,2021-05-14 21:38:01.155
13792,2794,2021-05-19 07:25:26.806
13820,4035,2021-05-08 15:23:34.543
13826,17036,2021-05-26 15:17:48.809
13856,26853,2021-05-27 09:10:05.006
13859,7495,2021-05-26 17:00:00.334
13877,11415,2021-05-02 19:36:32.265
13884,16423,2021-05-31 13:18:20.809
13930,9046,2021-05-15 15:29:39.455
14049,27420,2021-05-19 00:49:24.127
14239,8414,2021-05-20 17:26:58.35
14276,4874,2021-05-03 14:53:04.234
14360,21958,2021-05-20 06:34:14.523
14409,8368,2021-05-29 07:03:23.718
14429,26471,2021-05-19 10:34:15.72
14505,550,2021-05-31 12:17:18.99
14579,107,2021-05-08 20:08:08.785
14680,21668,2021-05-29 10:17:06.746
14684,1350,2021-05-28 08:30:20.285
14738,8060,2021-05-31 01:27:31.173
14796,14306,2021-05-16 19:12:16.081
14846,7719,2021-05-23 09:22:32.51
14968,11282,2021-05-03 21:11:25.092
14975,26297,2021-05-08 19:46:53.181
14985,1221,2021-05-18 19:19:10.78
14996,4475,2021-05-22 17:23:45.089
14998,12090,2021-05-13 20:54:43.033
15070,17136,2021-05-12 12:38:18.45
15079,21965,2021-05-07 17:16:56.069
15092,11442,2021-05-03 02:38:21.99
15122,26674,2021-05-25 19:39:33.932
15151,14725,2021-05-24 17:06:40.173
15225,18329,2021-05-13 19:17:57.722
15305,23110,2021-05-17 14:46:27.754
15372,25127,2021-05-21 19:54:00.89
15386,12555,2021-05-18 22:14:03.819
15404,10831,2021-05-01 17:44:59.993
15501,25243,2021-05-31 18:32:42.568
15541,27852,2021-05-13 13:10:24.967
15662,4130,2021-05-19 07:53:14.712
15688,21939,2021-05-21 09:03:40.719
15705,4193,2021-05-05 20:47:22.51
15764,13384,2021-05-30 07:55:11.211
15803,13014,2021-05-21 12:08:31.102
15852,15485,2021-05-09 14:49:45.911
16140,2267,2021-05-25 13:22:36.955
16164,2969,2021-05-25 10:55:39.08
16220,27488,2021-05-11 16:36:34.317
16277,3658,2021-05-15 20:51:51.51
16282,7635,2021-05-22 11:14:07.671
16340,15738,2021-05-07 20:10:49.081
16396,4130,2021-05-01 09:31:07.064
16528,1257,2021-05-22 14:18:06.469
16553,27442,2021-05-25 09:54:28.153
16578,1734,2021-05-16 20:42:58.306
16621,15403,2021-05-18 15:46:11.57
16640,2691,2021-05-14 13:09:49.931
16669,5199,2021-05-11 14:49:35.695
16745,13429,2021-05-29 12:32:56.412
16828,19535,2021-05-02 08:04:13.949
16841,3450,2021-05-27 22:52:46.791
16902,19765,2021-05-24 15:49:24.036
17004,8682,2021-05-23 19:39:36.958
17017,551,2021-05-28 14:26:47.857
17036,5208,2021-05-30 22:47:05.412
17164,23494,2021-05-26 15:32:26.233
17207,27703,2021-05-18 12:03:37.635
17231,14816,2021-05-08 14:39:41.494
17248,8884,2021-05-09 18:51:40.234
17364,399,2021-05-14 10:25:38.047
17437,3825,2021-05-17 16:00:54.214
17516,7111,2021-05-23 17:47:37.541
17569,26720,2021-05-01 15:25:54.112
17775,16416,2021-05-08 07:38:35.637
17781,17503,2021-05-25 23:37:11.468
17821,27882,2021-05-04 16:51:24.944
17858,6491,2021-05-04 09:39:09.422
17873,3819,2021-05-14 08:00:12.185
17877,17740,2021-05-24 08:24:04.067
17883,19648,2021-05-14 13:58:33.104
17916,15198,2021-05-12 17:28:31.658
17981,8631,2021-05-23 10:50:02.95
18044,20757,2021-05-27 04:51:06.087
18095,26454,2021-05-09 19:01:26.13
18277,19912,2021-05-12 15:45:36.548
18286,23264,2021-05-11 18:15:04.863
18319,12596,2021-05-23 14:10:52.563
18474,4782,2021-05-24 18:15:39.065
18481,9046,2021-05-29 10:15:15.612
18638,27864,2021-05-17 06:14:49.254
18670,11446,2021-05-14 16:29:52.267
18727,26662,2021-05-28 21:26:39.764
18764,19058,2021-05-30 14:38:16.685
18896,12958,2021-05-19 16:42:37.958
18928,3825,2021-05-16 10:13:10.253
18974,15170,2021-05-19 20:02:02.136
18980,6491,2021-05-23 14:45:22.73
19055,11766,2021-05-25 08:39:24.068
19060,17437,2021-05-23 07:15:21.212
19070,14932,2021-05-21 22:30:02.107
19073,22751,2021-05-14 14:09:09.421
19122,14932,2021-05-30 20:39:55.98
19123,19882,2021-05-08 20:53:01.435
19196,7586,2021-05-28 10:18:46.75
19216,894,2021-05-20 07:02:01.873
19227,16867,2021-05-09 11:55:47.996
19316,15951,2021-05-14 15:53:04.464
19372,22175,2021-05-01 07:54:32.70
19397,4130,2021-05-26 12:31:16.709
19496,6491,2021-05-22 23:30:59.241
19497,18511,2021-05-31 11:46:42.556
19505,16922,2021-05-14 18:06:47.044
19564,26786,2021-05-28 10:28:24.719
19589,19472,2021-05-19 08:34:56.762
19601,19882,2021-05-02 11:37:32.207
19607,7664,2021-05-03 03:38:52.191
19621,12274,2021-05-30 02:00:43.09
19664,3946,2021-05-29 08:26:42.572
19696,13811,2021-05-03 16:58:09.081
19745,27400,2021-05-07 08:25:51.02
19810,358,2021-05-27 16:34:26.732
19828,24738,2021-05-10 21:18:06.336
19897,24503,2021-05-02 17:12:46.668
19952,8861,2021-05-27 12:48:05.443
20045,6536,2021-05-04 11:26:32.528
20093,7625,2021-05-03 11:10:30.194
20180,22133,2021-05-31 14:37:11.564
20181,15319,2021-05-16 14:18:03.811
20236,10794,2021-05-31 18:23:38.835
20306,8150,2021-05-23 08:40:40.144
20399,8369,2021-05-31 19:32:41.193
20462,19882,2021-05-13 13:01:13.718
20593,11429,2021-05-10 18:56:17.813
20751,6362,2021-05-15 21:34:32.088
20869,4130,2021-05-10 13:29:28.131
20982,7246,2021-05-31 11:07:52.29
21004,3710,2021-05-30 07:50:34.13
21010,5330,2021-05-06 09:21:51.264
21037,4457,2021-05-13 13:24:40.211
21166,24633,2021-05-04 07:53:49.418
21260,26414,2021-05-10 11:25:16.008
21443,5064,2021-05-26 20:17:41.198
21456,16411,2021-05-14 18:03:32.629
21521,13108,2021-05-02 06:28:20.865
21539,19472,2021-05-11 20:50:20.455
21613,26194,2021-05-28 16:55:18.588
21643,14782,2021-05-01 13:14:58.625
21649,27273,2021-05-28 09:13:47.217
21719,18981,2021-05-19 13:28:08.967
21722,20689,2021-05-20 17:28:04.673
21731,12040,2021-05-13 20:06:37.601
21757,17740,2021-05-14 19:42:30.662
21855,15403,2021-05-28 20:20:06.791
21942,15304,2021-05-22 19:05:04.968
21961,1937,2021-05-24 22:04:57.714
21965,27921,2021-05-25 20:03:35.628
22063,3845,2021-05-02 07:24:50.102
22084,25074,2021-05-13 16:13:28.463
22086,17428,2021-05-01 22:27:49.454
22245,19472,2021-05-08 16:00:40.648
22257,21215,2021-05-03 11:10:37.754
22320,21204,2021-05-21 11:07:59.817
22340,320,2021-05-04 10:01:29.704
22373,19311,2021-05-03 19:56:25.599
22385,19372,2021-05-07 13:05:43.705
22411,28078,2021-05-30 11:08:53.578
22417,5020,2021-05-31 13:17:34.40
22607,7889,2021-05-27 20:06:33.114
22632,22448,2021-05-25 10:17:39.318
22666,8046,2021-05-20 20:33:00.768
22709,11749,2021-05-06 16:52:00.735
22725,12508,2021-05-27 14:53:15.178
22731,26518,2021-05-12 21:06:40.71
22744,2647,2021-05-08 08:25:23.772
22768,10794,2021-05-21 12:56:38.83
22776,13994,2021-05-29 17:52:20.697
22793,15932,2021-05-24 08:44:49.782
22810,3752,2021-05-13 12:46:06.181
22957,22155,2021-05-05 15:12:07.434
22973,8649,2021-05-31 20:21:18.588
23082,17826,2021-05-20 03:26:09.338
23169,20599,2021-05-27 14:43:02.345
23219,23019,2021-05-30 21:36:24.088
23235,2847,2021-05-08 09:59:02.545
23262,25930,2021-05-23 11:26:50.302
23288,5603,2021-05-13 10:29:48.387
23415,16157,2021-05-11 10:03:39.447
23424,24526,2021-05-15 19:55:49.261
23569,11587,2021-05-03 12:54:33.959
23612,4156,2021-05-19 06:36:47.626
23620,26982,2021-05-18 19:28:53.774
23677,9046,2021-05-28 14:47:36.373
23678,26548,2021-05-29 14:10:16.63
23696,17632,2021-05-18 16:59:50.54
23740,26013,2021-05-24 07:09:29.089
23742,21965,2021-05-30 09:23:20.323
23773,23203,2021-05-09 09:31:18.88
23792,6491,2021-05-28 12:48:55.20
23808,6491,2021-05-21 17:31:53.489
23811,25320,2021-05-22 12:18:47.402
23868,551,2021-05-14 13:23:59.955
23904,3237,2021-05-30 17:18:05.795
23905,9046,2021-05-19 16:54:14.914
23946,15069,2021-05-31 20:25:57.399
24008,18103,2021-05-26 23:11:57.539
24097,15140,2021-05-03 13:10:14.726
24125,1106,2021-05-15 09:01:09.824
24147,27852,2021-05-25 13:17:40.605
24233,5466,2021-05-23 07:43:42.582
24289,21272,2021-05-03 12:26:51.585
24337,15198,2021-05-22 22:38:26.644
24351,16423,2021-05-14 17:33:35.035
24373,6491,2021-05-23 11:16:23.908
24432,17588,2021-05-29 12:35:51.06
24463,2915,2021-05-14 19:48:41.581
24501,4130,2021-05-19 15:06:13.84
24520,5199,2021-05-13 14:15:56.157
24523,7548,2021-05-04 14:10:55.343
24539,13704,2021-05-30 20:35:35.07
24591,8946,2021-05-31 15:54:48.971
24630,21958,2021-05-24 20:51:01.597
24632,14441,2021-05-22 14:16:28.13
24636,9524,2021-05-20 19:09:42.748
24653,8148,2021-05-21 20:36:03.241
24683,8413,2021-05-29 14:35:32.163
24767,955,2021-05-29 10:22:23.766
24775,16117,2021-05-26 17:06:05.86
24801,20208,2021-05-13 21:09:24.167
24887,21215,2021-05-31 12:17:50.696
24948,15913,2021-05-29 14:48:11.849
25035,23795,2021-05-21 05:14:19.529
25105,6084,2021-05-28 20:52:56.494
25197,21557,2021-05-23 12:02:44.471
25228,11415,2021-05-07 17:42:33.651
25284,17503,2021-05-22 17:32:34.18
25356,551,2021-05-24 07:41:28.669
25363,21965,2021-05-22 11:56:01.461
25366,18834,2021-05-10 23:04:02.555
25369,7676,2021-05-04 07:35:05.829
25382,10379,2021-05-09 10:18:57.955
25476,26675,2021-05-26 16:59:01.483
25525,12464,2021-05-30 13:19:24.491
25535,5442,2021-05-10 10:39:23.241
25544,11478,2021-05-20 13:06:24.638
25730,93,2021-05-16 15:52:29.152
25748,15429,2021-05-05 07:21:13.766
25791,1565,2021-05-14 18:00:56.539
25839,16544,2021-05-13 16:07:39.821
25913,25372,2021-05-01 10:56:58.811
25916,25127,2021-05-19 09:02:03.655
25922,18331,2021-05-12 17:49:42.424
25929,21965,2021-05-20 13:22:46.167
25930,16540,2021-05-11 01:16:20.651
25999,22567,2021-05-03 20:56:28.005
26054,2346,2021-05-06 16:20:40.968
26272,17935,2021-05-13 07:31:38.176
26306,12555,2021-05-28 11:04:36.077
26314,4979,2021-05-13 09:14:22.633
26345,21616,2021-05-04 09:49:32.583
26357,9199,2021-05-04 23:04:38.343
26397,21215,2021-05-19 11:07:33.738
26418,21965,2021-05-31 11:44:40.402
26519,2915,2021-05-06 17:25:56.372
26578,26597,2021-05-14 09:08:41.598
26615,11185,2021-05-16 00:29:29.818
26660,15249,2021-05-06 10:55:42.452
26912,13382,2021-05-22 12:20:06.423
26913,19516,2021-05-26 21:48:10.271
26914,8379,2021-05-09 02:50:19.446
26936,5601,2021-05-11 10:31:13.986
26986,2325,2021-05-23 21:36:29.081
27035,24787,2021-05-25 18:59:49.017
27051,2915,2021-05-11 11:53:06.576
27120,17373,2021-05-12 18:15:46.38
27165,772,2021-05-14 14:57:39.005
27342,10012,2021-05-06 13:00:45.312
27362,11624,2021-05-28 14:21:08.162
27375,10534,2021-05-31 12:24:20.47
27447,15485,2021-05-09 17:41:11.836
27470,22155,2021-05-05 19:14:02.046
27498,1350,2021-05-10 20:22:04.042
27521,11766,2021-05-05 15:11:08.91
27724,27442,2021-05-23 19:01:20.664
27799,14136,2021-05-12 20:29:21.898
27889,14932,2021-05-23 11:44:38.276
27928,11028,2021-05-08 19:33:31.068
28193,1567,2021-05-08 17:35:39.788
28204,24708,2021-05-22 08:39:11.074
28223,2069,2021-05-16 08:41:26.298
28395,20842,2021-05-07 20:39:24.97
28432,6224,2021-05-10 14:59:36.692
28488,3096,2021-05-05 10:36:17.942
28495,8861,2021-05-20 16:25:48.371
28576,742,2021-05-31 13:19:15.225
28621,14477,2021-05-28 12:44:29.337
28647,12578,2021-05-05 15:04:13.352
28710,7265,2021-05-10 11:31:58.579
28740,11327,2021-05-08 21:45:06.256
28807,3825,2021-05-16 20:16:54.68
28888,6187,2021-05-05 10:42:32.318
28924,21918,2021-05-14 19:29:10.719
28975,27531,2021-05-05 12:50:49.70
28980,12274,2021-05-28 15:18:29.515
28996,3946,2021-05-20 10:13:25.148
29047,23875,2021-05-28 07:42:58.322
29066,18103,2021-05-27 19:27:03.173
29103,14678,2021-05-13 18:07:17.394
29142,12764,2021-05-17 18:44:10.697
29144,12662,2021-05-07 10:36:08.703
29197,8379,2021-05-04 22:38:16.262
29222,15938,2021-05-08 17:47:56.078
29273,7165,2021-05-23 19:37:50.761
29411,13140,2021-05-14 13:12:12.875
29421,7167,2021-05-12 18:08:57.687
29449,18981,2021-05-16 23:07:58.096
29459,12179,2021-05-15 16:25:29.052
29474,21781,2021-05-06 09:06:56.95
29492,13527,2021-05-25 10:16:54.553
29493,2915,2021-05-01 23:41:19.131
29612,8046,2021-05-02 20:52:09.195
29665,24748,2021-05-14 07:46:43.678
29701,17826,2021-05-16 19:56:29.522
29752,26084,2021-05-05 11:09:43.865
29759,16806,2021-05-18 08:47:30.645
29774,13960,2021-05-27 17:31:35.275
29881,6534,2021-05-04 13:21:59.204
29955,8995,2021-05-24 14:57:20.933
30124,447,2021-05-31 09:47:48.596
30147,7672,2021-05-12 14:34:55.07
30165,26846,2021-05-16 20:27:16.901
30212,10696,2021-05-27 12:40:26.831
30312,3648,2021-05-27 21:40:55.428
30333,2520,2021-05-14 10:06:13.664
30351,3664,2021-05-26 18:22:49.537
30374,14472,2021-05-10 09:02:55.282
30452,375,2021-05-26 22:30:45.904
30534,3927,2021-05-16 12:33:32.586
30605,12014,2021-05-14 22:55:42.349
30678,7717,2021-05-15 08:19:12.938
30710,11186,2021-05-31 10:59:02.007
30742,18006,2021-05-30 11:18:34.967
30787,12662,2021-05-08 08:57:24.107
30840,13121,2021-05-09 18:39:57.337
30974,12707,2021-05-05 11:19:17.215
31002,24029,2021-05-24 16:13:43.213
31025,11226,2021-05-31 10:15:50.932
31107,16572,2021-05-08 21:21:48.213
31150,20474,2021-05-05 07:16:49.376
31156,23405,2021-05-22 10:04:11.576
31257,14457,2021-05-09 20:24:25.442
31297,23740,2021-05-08 15:13:13.279
31301,13428,2021-05-01 21:51:06.655
31382,12872,2021-05-26 10:21:19.146
31388,9133,2021-05-20 21:35:41.692
31415,7640,2021-05-01 12:34:00.912
31473,6514,2021-05-04 16:30:57.805
31678,20453,2021-05-01 01:49:13.128
31710,21888,2021-05-09 08:34:53.044
31850,246,2021-05-23 14:02:14.287
31981,4130,2021-05-27 08:17:39.584
32007,5330,2021-05-15 13:25:45.961
32027,11742,2021-05-08 21:10:49.882
32088,18214,2021-05-11 17:18:11.061
32196,9914,2021-05-27 12:04:47.919
32252,27096,2021-05-08 17:59:08.112
32354,26868,2021-05-26 12:39:09.407
32367,2378,2021-05-25 09:32:44.884
32380,11641,2021-05-22 12:13:23.996
32587,11340,2021-05-25 17:05:57.922
32611,17740,2021-05-23 01:03:16.356
32731,15926,2021-05-06 18:06:26.835
32863,8861,2021-05-04 13:15:06.349
32877,4193,2021-05-19 17:16:11.33
32921,14932,2021-05-22 20:43:52.727
32935,21965,2021-05-18 11:15:04.46
32980,27588,2021-05-13 13:00:33.863
33035,19143,2021-05-25 10:05:47.783
33092,5643,2021-05-28 13:23:21.638
33152,2188,2021-05-24 17:32:05.097
33193,23551,2021-05-20 09:04:37.132
33272,21272,2021-05-07 17:38:34.085
33274,19308,2021-05-08 08:37:29.701
33357,1564,2021-05-26 12:16:30.033
33368,1350,2021-05-21 09:13:09.46
33402,18511,2021-05-09 12:16:02.582
33990,14455,2021-05-31 13:45:04.30
34094,16157,2021-05-19 21:03:53.011
34096,24241,2021-05-15 12:38:10.806
34098,14381,2021-05-10 14:16:24.522
34270,25287,2021-05-01 19:46:08.023
34291,13108,2021-05-20 14:56:57.421
34295,20647,2021-05-03 14:11:53.244
34375,18509,2021-05-27 15:04:39.283
34477,8861,2021-05-28 13:38:04.317
34495,24526,2021-05-18 15:35:30.895
34562,22648,2021-05-25 10:59:28.778
34600,1350,2021-05-19 17:07:23.364
34643,1808,2021-05-31 19:18:35.612
34665,25118,2021-05-27 19:04:56.182
34922,16922,2021-05-18 21:48:04.50
34930,1368,2021-05-11 13:35:56.016
34995,16744,2021-05-03 19:36:39.608
34998,16981,2021-05-14 17:20:33.894
35025,16505,2021-05-09 19:36:29.345
35046,9925,2021-05-07 19:19:39.668
35047,15777,2021-05-29 11:46:05.93
35049,21616,2021-05-19 17:20:03.151
35248,495,2021-05-26 16:46:45.463
35256,4130,2021-05-06 09:06:12.347
35273,15768,2021-05-13 07:00:57.268
35318,14725,2021-05-26 20:38:57.136
35324,26163,2021-05-19 18:41:30.44
35353,21778,2021-05-31 12:46:53.425
35408,19705,2021-05-18 06:49:16.927
35436,3857,2021-05-29 13:08:13.97
35497,10794,2021-05-24 08:28:44.13
35530,5182,2021-05-02 08:47:06.181
35626,25293,2021-05-02 21:38:57.289
35681,22155,2021-05-31 13:08:03.95
35783,2703,2021-05-14 10:16:22.115
35796,26514,2021-05-11 19:38:05.036
35833,3857,2021-05-11 15:46:47.655
35873,19150,2021-05-05 17:47:20.561
36089,14381,2021-05-13 19:18:09.414
36098,8957,2021-05-19 13:27:36.138
36226,6736,2021-05-13 00:20:20.20
